1.774061937982445727e+02,8.980137681654558435e+01
1.810976313414051049e+02,9.814823991556258420e+01
1.829381465265164763e+02,1.249757402407207820e+02
1.815833151437309709e+02,1.241757585217955580e+02
1.933380565657480474e+02,1.484729763170888361e+02
1.899698830739506263e+02,1.405454812603610435e+02
1.933314869807198875e+02,1.486262752634697222e+02
1.896247674175463089e+02,1.380076785774172095e+02
1.918926526937259496e+02,1.451593182589420792e+02
1.810296138235808598e+02,1.215306462376415766e+02
1.906895869751938619e+02,1.421432589710074410e+02
1.831345741376390208e+02,1.262610307110315091e+02
1.936348987091919582e+02,1.489148512990543338e+02
1.811284718062376271e+02,1.206325550897819738e+02
1.895193139829848974e+02,1.390434718180527796e+02
1.850086547923842772e+02,1.305706504847138092e+02
1.853784145443325144e+02,1.302127689161707735e+02
1.842015763248058420e+02,1.268236279128061881e+02
1.933968120135624815e+02,1.478534080879481962e+02
1.840645569024615611e+02,1.280751199516075758e+02
1.864660199787595616e+02,1.339187587006859417e+02
1.897158021461642647e+02,1.396061337240533931e+02
1.945010846973274852e+02,1.479711078580594972e+02
1.831100894288584300e+02,1.251310758007325177e+02
1.848344723785564554e+02,1.308074831820018176e+02
1.909935333293911981e+02,1.405901514743082430e+02
1.896743708997598219e+02,1.378397510633684533e+02
1.924082721445431332e+02,1.443158742062269653e+02
1.881904988103696610e+02,1.381133940873294819e+02
1.836260544374234200e+02,1.278678693548507965e+02
1.896602052835064853e+02,1.412662935956879551e+02
1.824090035249802213e+02,1.249537573138851343e+02
1.867891294827669526e+02,1.351000489422464739e+02
1.943610924132176194e+02,1.503900319706621076e+02
1.803826072284993529e+02,1.197973337681237922e+02
1.881293479330042260e+02,1.353662088048892542e+02
1.896699217384020812e+02,1.389961168209487994e+02
1.807599064291750040e+02,1.226568459552881336e+02
1.858353939478130599e+02,1.308982706663315980e+02
1.943125592018211023e+02,1.488363586613458551e+02
1.861256970028431112e+02,1.305487580052475778e+02
1.893251798893718671e+02,1.373555219830604130e+02
1.861910647505194731e+02,1.320638529670847561e+02
1.927377700547816062e+02,1.452104944607816037e+02
1.811922922220993541e+02,1.239563499270018241e+02
1.920372657211834451e+02,1.421200131503130137e+02
1.862939215443799412e+02,1.310299527954881285e+02
1.939762184737642770e+02,1.494261456942749646e+02
1.801168754429883450e+02,1.188107153546075381e+02
1.891130568998185879e+02,1.372889120059749075e+02
1.871213018886583086e+02,1.346886927062409711e+02
1.843715994607378263e+02,1.284285422972621973e+02
